0.0000000000,28.2000000000,28.5000000000,28.5000000000,26.7000000000,19.5000000000,18.6000000000,17.4000000000,17.1000000000,16.8000000000,15.9000000000,18.0000000000,18.6000000000,19.8000000000,20.1000000000,19.8000000000,17.4000000000,18.6000000000,15.6000000000,14.7000000000,14.7000000000,14.7000000000,12.9000000000,15.6000000000,15.3000000000,18.0000000000,18.6000000000,19.2000000000,20.1000000000,19.8000000000
0.0000000000,28.8000000000,28.5000000000,28.2000000000,24.6000000000,17.4000000000,17.1000000000,17.7000000000,16.2000000000,17.1000000000,16.8000000000,18.0000000000,18.6000000000,19.8000000000,18.9000000000,20.7000000000,18.9000000000,17.7000000000,15.3000000000,15.3000000000,15.6000000000,13.8000000000,13.2000000000,15.3000000000,15.3000000000,16.8000000000,17.4000000000,19.8000000000,21.0000000000,20.1000000000
0.0000000000,28.5000000000,28.5000000000,28.2000000000,27.3000000000,18.6000000000,17.4000000000,17.7000000000,16.2000000000,17.1000000000,17.1000000000,17.7000000000,19.2000000000,20.4000000000,19.2000000000,18.3000000000,18.6000000000,17.4000000000,15.0000000000,15.3000000000,14.1000000000,13.2000000000,12.9000000000,14.4000000000,15.0000000000,16.5000000000,17.1000000000,19.2000000000,19.2000000000,19.5000000000
0.0000000000,28.5000000000,28.5000000000,28.2000000000,27.3000000000,17.1000000000,18.0000000000,17.7000000000,17.1000000000,15.6000000000,17.1000000000,17.7000000000,19.2000000000,19.8000000000,19.8000000000,19.2000000000,17.7000000000,16.5000000000,15.6000000000,16.2000000000,14.1000000000,15.6000000000,14.4000000000,15.0000000000,15.9000000000,16.5000000000,18.0000000000,19.2000000000,19.8000000000,19.5000000000
0.0000000000,28.8000000000,27.9000000000,28.5000000000,25.5000000000,17.7000000000,17.4000000000,16.5000000000,17.7000000000,15.9000000000,16.8000000000,18.6000000000,18.9000000000,20.1000000000,19.5000000000,20.1000000000,18.6000000000,17.4000000000,15.9000000000,15.3000000000,15.0000000000,13.8000000000,14.4000000000,14.4000000000,14.7000000000,17.1000000000,17.7000000000,19.5000000000,19.8000000000,19.5000000000
0.0000000000,28.5000000000,28.8000000000,28.8000000000,27.0000000000,18.0000000000,18.0000000000,17.1000000000,15.6000000000,16.5000000000,15.9000000000,17.4000000000,18.6000000000,18.3000000000,19.5000000000,20.7000000000,17.7000000000,17.7000000000,15.0000000000,16.2000000000,13.8000000000,14.7000000000,12.3000000000,15.0000000000,15.6000000000,16.8000000000,19.2000000000,18.9000000000,19.5000000000,18.9000000000
0.0000000000,28.5000000000,28.2000000000,28.8000000000,24.0000000000,17.4000000000,18.0000000000,19.2000000000,16.5000000000,16.8000000000,17.7000000000,18.3000000000,18.9000000000,20.7000000000,19.8000000000,20.1000000000,18.3000000000,16.8000000000,14.7000000000,17.1000000000,13.5000000000,12.6000000000,14.1000000000,14.7000000000,15.3000000000,16.5000000000,17.4000000000,19.5000000000,19.2000000000,18.6000000000
0.0000000000,28.8000000000,27.9000000000,28.2000000000,22.5000000000,18.0000000000,15.6000000000,18.0000000000,17.1000000000,17.1000000000,16.2000000000,18.9000000000,19.2000000000,20.1000000000,19.2000000000,18.9000000000,18.3000000000,18.3000000000,16.2000000000,16.2000000000,13.5000000000,15.6000000000,12.6000000000,14.4000000000,15.9000000000,17.4000000000,18.0000000000,19.2000000000,19.2000000000,18.9000000000
0.0000000000,29.1000000000,28.5000000000,28.2000000000,25.5000000000,18.0000000000,17.4000000000,16.2000000000,15.3000000000,15.9000000000,17.4000000000,18.6000000000,19.5000000000,20.1000000000,19.8000000000,19.2000000000,18.0000000000,17.7000000000,15.3000000000,16.2000000000,13.5000000000,13.8000000000,12.9000000000,15.3000000000,16.2000000000,17.1000000000,18.0000000000,18.9000000000,20.7000000000,18.9000000000
0.0000000000,28.5000000000,28.8000000000,28.8000000000,25.2000000000,18.3000000000,16.8000000000,17.1000000000,16.5000000000,16.8000000000,18.3000000000,18.0000000000,18.3000000000,20.1000000000,20.1000000000,19.8000000000,17.4000000000,18.9000000000,15.6000000000,15.6000000000,14.4000000000,14.7000000000,11.7000000000,15.6000000000,14.7000000000,17.1000000000,18.6000000000,19.5000000000,20.7000000000,19.5000000000
0.0000000000,28.5000000000,28.8000000000,28.8000000000,26.7000000000,17.7000000000,17.7000000000,17.7000000000,16.5000000000,17.1000000000,16.8000000000,18.6000000000,19.5000000000,20.7000000000,19.8000000000,20.4000000000,18.3000000000,17.4000000000,15.6000000000,15.0000000000,14.7000000000,14.1000000000,12.9000000000,14.4000000000,14.7000000000,17.1000000000,17.4000000000,19.5000000000,19.8000000000,19.5000000000
0.0000000000,28.5000000000,28.2000000000,28.2000000000,25.2000000000,18.3000000000,16.8000000000,18.0000000000,16.8000000000,16.2000000000,18.0000000000,17.4000000000,18.3000000000,19.8000000000,20.1000000000,19.5000000000,19.2000000000,17.7000000000,16.2000000000,16.2000000000,15.0000000000,14.1000000000,14.7000000000,15.6000000000,16.2000000000,17.4000000000,17.1000000000,19.5000000000,19.5000000000,20.4000000000
0.0000000000,28.8000000000,28.2000000000,28.8000000000,23.7000000000,18.3000000000,15.3000000000,18.0000000000,17.7000000000,16.8000000000,18.0000000000,16.8000000000,19.5000000000,20.4000000000,21.0000000000,20.4000000000,18.6000000000,18.3000000000,15.6000000000,16.2000000000,14.4000000000,13.8000000000,12.9000000000,15.0000000000,15.0000000000,16.5000000000,18.3000000000,18.9000000000,20.1000000000,19.2000000000
0.0000000000,27.9000000000,28.8000000000,28.5000000000,24.6000000000,18.3000000000,16.2000000000,16.8000000000,16.5000000000,16.2000000000,17.7000000000,18.9000000000,19.5000000000,20.1000000000,19.2000000000,19.2000000000,18.6000000000,18.0000000000,15.9000000000,15.3000000000,15.3000000000,13.5000000000,13.5000000000,15.0000000000,15.9000000000,17.4000000000,17.4000000000,18.9000000000,19.5000000000,19.5000000000
0.0000000000,28.2000000000,28.8000000000,28.5000000000,25.2000000000,18.0000000000,18.0000000000,18.0000000000,16.2000000000,16.5000000000,16.8000000000,18.3000000000,19.2000000000,20.4000000000,19.8000000000,18.9000000000,19.2000000000,18.3000000000,15.6000000000,17.1000000000,14.7000000000,15.3000000000,14.4000000000,14.4000000000,16.2000000000,16.5000000000,17.7000000000,18.0000000000,19.2000000000,19.5000000000
0.0000000000,28.8000000000,28.8000000000,28.8000000000,24.3000000000,16.5000000000,17.1000000000,18.0000000000,16.2000000000,16.5000000000,17.1000000000,17.1000000000,19.2000000000,20.1000000000,19.5000000000,20.1000000000,18.0000000000,17.7000000000,15.3000000000,16.8000000000,13.2000000000,14.1000000000,12.6000000000,15.0000000000,15.3000000000,16.8000000000,17.7000000000,18.6000000000,19.8000000000,19.8000000000
0.0000000000,28.5000000000,28.2000000000,28.2000000000,25.2000000000,17.1000000000,17.4000000000,17.7000000000,16.2000000000,16.8000000000,17.4000000000,17.7000000000,18.9000000000,19.5000000000,19.5000000000,20.1000000000,18.3000000000,18.6000000000,15.6000000000,16.5000000000,14.7000000000,15.3000000000,13.8000000000,14.1000000000,16.2000000000,16.8000000000,18.9000000000,19.8000000000,19.2000000000,18.9000000000
0.0000000000,28.5000000000,28.5000000000,28.5000000000,23.7000000000,18.3000000000,16.5000000000,18.6000000000,17.1000000000,17.1000000000,16.5000000000,18.0000000000,19.8000000000,20.4000000000,18.9000000000,19.5000000000,16.8000000000,18.0000000000,16.2000000000,15.3000000000,14.4000000000,13.2000000000,13.5000000000,16.5000000000,15.9000000000,17.1000000000,18.3000000000,18.3000000000,19.2000000000,19.2000000000
0.0000000000,28.5000000000,27.9000000000,28.8000000000,24.9000000000,17.4000000000,16.5000000000,18.6000000000,16.2000000000,16.8000000000,16.2000000000,17.4000000000,19.8000000000,18.9000000000,18.6000000000,20.1000000000,17.4000000000,17.4000000000,15.9000000000,15.9000000000,15.0000000000,14.1000000000,13.5000000000,14.7000000000,14.7000000000,16.8000000000,18.0000000000,19.5000000000,20.4000000000,18.6000000000
0.0000000000,28.5000000000,28.5000000000,28.2000000000,25.5000000000,18.3000000000,17.4000000000,17.4000000000,16.5000000000,16.8000000000,16.2000000000,18.3000000000,19.2000000000,19.8000000000,19.8000000000,20.1000000000,18.9000000000,17.7000000000,15.6000000000,16.8000000000,15.3000000000,13.5000000000,13.2000000000,14.4000000000,16.5000000000,17.4000000000,18.0000000000,18.6000000000,19.5000000000,18.9000000000
